Year;Country;Growth rate per annum 2021;Growth rate per annum 2011-21;Share 2021;Value (Million Tonnes)
1995;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;83.271
1995;China;0.060418390703862235;0.009213240799223366;0.50485659904504;1360.731
1995;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;41.84000000000001
1995;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;5.72
1995;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;18.430798
1996;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;75.87939999999998
1996;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;1.7725396774193547
1996;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;2.837
1996;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;3.2771
1996;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;206.362033
1996;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;5.170000000000001
1996;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;21.690393999999994
1996;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;29.54655073401088
1996;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;2577.7642853805464
1997;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;78.76
1997;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;5.632599999999999
1997;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;32.742
1997;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;5.29
1997;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;1.682825913978495
1997;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;58.843999999999994
1997;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;59.34499999999999
1997;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;48.49500000000001
1997;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;3.3070000000000004
1997;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;5.300000000000002
1997;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;281.0205
1997;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;4.9239999999999995
1997;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;3.56741207
1997;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;2580.4086755962635
1998;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;75.2681
1998;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;1013.8106537145
1998;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;5.570416000000002
1998;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;26.075000000000006
1998;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;5.47
1998;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;3.66
1998;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2134.938668834757
1999;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;10.325802649610296
1999;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;5.719608000000001
1999;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;22.893
1999;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;58.37799999999999
1999;USSR;;;0.0;0.0
1999;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.142466
1999;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;29.77188398416296
2000;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;69.10430000000001
2000;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;26.431978750298782
2000;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;201.572
2000;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;74.872
2000;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;5.1850000000000005
2000;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;3.23
2000;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;4.15
2000;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;11.608999999999998
2001;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;70.4815
2001;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;1023.0222071583
2001;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;31.929856
2001;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;2.4962
2001;China;0.060418390703862235;0.009213240799223366;0.50485659904504;1471.5265
2001;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;3.911396
2001;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;3.26
2001;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;2759.7397039335488
2002;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;66.9982
2002;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;161.92
2002;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;2.7364
2002;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;5.5444
2002;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2122.24497735846
2003;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;27.299254957494888
2003;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;60.685
2003;USSR;;;0.0;0.0
2003;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;2.824362
2003;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;1.770095
2004;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;1008.8791976853
2004;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;0.3089480967741936
2004;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;0.0
2004;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;46.377239
2004;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;93.13841306085064
2004;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;284.6584422498927
2004;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;2.699
2004;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;3.7976690000000004
2004;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;363.15015
2004;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;27.349
2005;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;1026.4776736806
2005;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;62.026
2005;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;19.354
2005;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;20.498293
2005;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;86.5858
2005;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;300.13555173894383
2005;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;244.98599500000003
2005;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;3.370826
2005;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;1.8064490000000002
2005;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;152.72243799999995
2005;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;1.113571
2005;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;2.832
2005;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;34.093
2005;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;39.17671681858707
2005;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;3888.279812137729
2005;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;615.4699285625072
2006;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;0.8647059677419355
2006;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;25.67786491003726
2006;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;64.78699999999999
2006;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;2.1071150000000003
2006;China;0.060418390703862235;0.009213240799223366;0.50485659904504;2569.7312
2006;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;193.761311
2006;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;4.0055000000000005
2006;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;19.070608
2006;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;38.778
2007;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;0.504419
2007;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;62.626000000000005
2007;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;9.817999999999998
2007;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;35.781
2007;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;59.14700000000001
2007;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;315.7005152425934
2007;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;3.2733000000000003
2007;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;3.0789999999999997
2007;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;2.886
2008;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;68.39580000000001
2008;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;5.053704
2008;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;29.062532453208316
2008;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;35.871
2008;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;39.18700000000001
2008;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;18.0532425714286
2008;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;64.07673043717847
2008;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;252.21335200000004
2008;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;1.541942
2008;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;10.0719
2008;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;39.777
2008;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2252.208958012381
2009;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;64.6377
2009;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;8.319929000000002
2009;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;72.807412
2009;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;3.278307
2009;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;17.873633820922898
2009;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;65.96034026785888
2009;USSR;;;0.0;0.0
2009;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;3.5095
2009;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;17.5661
2010;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;67.9737
2010;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;74.35013326
2010;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;73.39900000000002
2010;USSR;;;0.0;0.0
2010;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;3.1267
2010;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;275.164196
2010;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;0.91701
2011;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;2.611436
2011;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;188.56099999999998
2011;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;139.28900000000002
2011;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;423.24158733
2011;China;0.060418390703862235;0.009213240799223366;0.50485659904504;3764.4352000000013
2011;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;38.709279695
2011;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2193.8886779102127
2012;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;196.202
2012;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;38.172
2012;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;4.2549
2012;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;448.207695865
2012;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;386.077357
2012;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;39.593642925
2013;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;14.633169977178108
2013;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;9.558
2013;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;64.89399999999999
2013;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;4.09002
2013;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;256.28213494
2013;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;474.371369
2013;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;39.838669208
2014;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;9.351638000000001
2014;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;45.687
2014;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;113.98510000000002
2014;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;4.39682
2014;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;505.2704105
2014;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;646.232
2014;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;458.09670700000004
2014;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2148.444426283988
2014;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;6031.33105868137
2015;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;12.252899980890374
2015;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;3.4471171800000007
2015;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;184.28799999999998
2015;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;30.408
2015;USSR;;;0.0;0.0
2015;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;3.9711907999999996
2015;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;1.170817
2016;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;91.179
2016;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;32.17
2016;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;3.86725
2016;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;2.701719
2016;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;689.81
2016;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;35.0965
2016;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;1839.3091677047814
2016;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;478.87605994770587
2017;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;702.7137571472379
2017;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;1.7974412014285712
2017;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;34.3188200000001
2017;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;44.906774
2017;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;127.07600000000002
2017;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;74.09812353
2017;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;24.68500000000001
2017;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;2.928
2017;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;489.6907377863838
2018;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;55.04750000000001
2018;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;6.4327489999999985
2018;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;1.630720115
2018;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;30.56534537869195
2018;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;2.401
2018;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;118.4833
2018;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;3.230798
2018;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;4.384973499999999
2018;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;14.85195
2019;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;28.304122999999997
2019;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;131.30000000000004
2019;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;2.166397294019699
2019;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;1721.4047930772988
2020;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;100.697281
2020;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;113.3976
2020;USSR;;;0.0;0.0
2020;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;245.81827259029447
2020;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;563.728255
2021;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;0.15771797604826218
2021;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;31.497739413027148
2021;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;107.64038
2021;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;0.099
2021;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;3.2392150899999987
2021;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;0.674713
2021;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;7.532
1981;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;5.689
1981;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;1.6829516129032258
1981;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;29.24
1981;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;27.32
1981;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;35.676
1981;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;0.0
1981;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;0.4
1981;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;17.69
1981;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;1.56
1981;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2058.9429247174453
1982;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;760.3223832863998
1982;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;32.21
1982;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;0.0
1982;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;0.0
1982;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;2.77
1982;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;1.963764
1982;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;1932.9088585986303
1983;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;5.053200000000001
1983;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;0.04
1983;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;233.62
1983;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;48.75899999999999
1983;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;25.245
1983;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;119.25400000000002
1983;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.083044
1983;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;135.072
1983;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;19.861
1984;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;501.8
1984;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;29.971999999999998
1984;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;0.0
1984;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;0.0
1984;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;152.53000000000003
1985;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;30.88
1985;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;24.042514
1985;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;39.663000000000004
1985;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;170.947
1985;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;409.25200000000007
1985;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;16.38
1985;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;2.39001
1985;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;2.1899999999999995
1986;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;1.9629331182795695
1986;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;23.128697
1986;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;51.431999999999995
1986;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;46.41700000000001
1986;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;137.5
1986;China;0.060418390703862235;0.009213240799223366;0.50485659904504;893.9999999999999
1986;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;2.59
1987;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;6.931470799841483
1987;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;46.988
1987;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;104.533
1987;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;142.10000000000005
1987;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;185.36
1987;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;1153.6704848999998
1988;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;7.331000000000001
1988;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;20.874782000000003
1988;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;266.51
1988;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;5.5
1988;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;5.07
1988;China;0.060418390703862235;0.009213240799223366;0.50485659904504;979.9
1988;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;6.1
1989;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;18.902
1989;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;3.0520905806451615
1989;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;482.749
1989;USSR;;;0.0;0.0
1989;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;5.110000000000001
1989;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;8.7
1989;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;20.785
1989;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;9.009922
1989;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;5.1
1990;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;6.9298120756321495
1990;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;20.468
1990;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;31.67495341613889
1990;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;51.896
1990;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;17.577931
1990;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;159.213
1990;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;141.3185283309571
1990;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;405.1941176470589
1990;USSR;;;0.0;0.0
1990;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.3469189999999998
1990;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;213.1425
1990;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;2.5785599999999995
1991;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;20.031
1991;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;96.185
1991;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;346.38199999999995
1991;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;32.414
1991;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;125.45411748206112
1991;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;5.9479999999999995
1991;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;5.620000000000001
1991;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;8.05
1991;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;2.689025
1991;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;14.646014999999995
1991;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2205.607525883154
1992;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;65.6134
1992;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;307.906
1992;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;15.943
1992;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;198.38
1992;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;6.5459999999999985
1992;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.3975250000000004
1992;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;253.8
1992;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;7.6
1992;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;825.4807574395559
1993;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;6.6151416673723435
1993;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;3.96
1993;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;31.501186733058
1993;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;85.181
1993;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;14.434
1993;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;39.777
1993;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;31.565
1993;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;48.56
1993;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;68.199
1993;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;3.15
1994;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;937.5792819939172
1994;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;22.665
1994;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;56.672
1994;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;13.906363
