spo_id,lat,long,pollutant,station,network,zone
SPO-FR30037_38,48.656944,6.136022,38,STA-FR30037,NET-FR075A,ZON-FR44ZAG03
SPO-FR30037_8,48.656944,6.136022,8,STA-FR30037,NET-FR075A,ZON-FR44ZAG03
SPO-FR30037_7,48.656944,6.136022,7,STA-FR30037,NET-FR075A,ZON-FR44ZAG03
SPO-FR30037_1,48.656944,6.136022,1,STA-FR30037,NET-FR075A,ZON-FR44ZAG03
SPO-FR31001_38,44.86139,-0.579444,38,STA-FR31001,NET-FR058A,ZON-FR75ZAG01
SPO-FR31001_8,44.86139,-0.579444,8,STA-FR31001,NET-FR058A,ZON-FR75ZAG01
SPO-FR31001_7,44.86139,-0.579444,7,STA-FR31001,NET-FR058A,ZON-FR75ZAG01
SPO-FR31001_5,44.86139,-0.579444,5,STA-FR31001,NET-FR058A,ZON-FR75ZAG01
SPO-FR31001_1,44.86139,-0.579444,1,STA-FR31001,NET-FR058A,ZON-FR31A01
SPO-FR31002_5029,44.800556,-0.588056,5029,STA-FR31002,NET-FR058A,ZON-FR75ZAG01
SPO-FR31002_5610,44.800556,-0.588056,5610,STA-FR31002,NET-FR058A,ZON-FR31A01
SPO-FR31002_5617,44.800556,-0.588056,5617,STA-FR31002,NET-FR058A,ZON-FR31A01
SPO-FR31002_5623,44.800556,-0.588056,5623,STA-FR31002,NET-FR058A,ZON-FR31A01
SPO-FR31002_5759,44.800556,-0.588056,5759,STA-FR31002,NET-FR058A,ZON-FR31A01
SPO-FR31002_5626,44.800556,-0.588056,5626,STA-FR31002,NET-FR058A,ZON-FR31A01
SPO-FR31002_5419,44.800556,-0.588056,5419,STA-FR31002,NET-FR058A,ZON-FR31A01
SPO-FR31002_5655,44.800556,-0.588056,5655,STA-FR31002,NET-FR058A,ZON-FR31A01
SPO-FR31002_38,44.800556,-0.588056,38,STA-FR31002,NET-FR058A,ZON-FR75ZAG01
SPO-FR31002_8,44.800556,-0.588056,8,STA-FR31002,NET-FR058A,ZON-FR75ZAG01
SPO-FR31002_7,44.800556,-0.588056,7,STA-FR31002,NET-FR058A,ZON-FR75ZAG01
SPO-FR31002_5,44.800556,-0.588056,5,STA-FR31002,NET-FR058A,ZON-FR75ZAG01
SPO-FR31002_6001,44.800556,-0.588056,6001,STA-FR31002,NET-FR058A,ZON-FR75ZAG01
SPO-FR31003_38,44.849724,-0.543889,38,STA-FR31003,NET-FR058A,ZON-FR75ZAG01
SPO-FR31003_8,44.849724,-0.543889,8,STA-FR31003,NET-FR058A,ZON-FR75ZAG01
SPO-FR31003_5,44.849724,-0.543889,5,STA-FR31003,NET-FR058A,ZON-FR75ZAG01
SPO-FR31005_21,44.84139,-0.579722,21,STA-FR31005,NET-FR058A,ZON-FR75ZAG01
SPO-FR31005_20,44.84139,-0.579722,20,STA-FR31005,NET-FR058A,ZON-FR75ZAG01
SPO-FR31005_38,44.84139,-0.579722,38,STA-FR31005,NET-FR058A,ZON-FR75ZAG01
SPO-FR31005_8,44.84139,-0.579722,8,STA-FR31005,NET-FR058A,ZON-FR75ZAG01
SPO-FR31005_5,44.84139,-0.579722,5,STA-FR31005,NET-FR058A,ZON-FR75ZAG01
SPO-FR31005_26,44.84139,-0.579722,26,STA-FR31005,NET-FR058A,ZON-FR75ZAG01
SPO-FR31005_464,44.84139,-0.579722,464,STA-FR31005,NET-FR058A,ZON-FR75ZAG01
SPO-FR31005_482,44.84139,-0.579722,482,STA-FR31005,NET-FR058A,ZON-FR75ZAG01
SPO-FR31006_38,44.84139,-0.65,38,STA-FR31006,NET-FR058A,ZON-FR75ZAG01
SPO-FR31006_8,44.84139,-0.65,8,STA-FR31006,NET-FR058A,ZON-FR75ZAG01
SPO-FR31006_5,44.84139,-0.65,5,STA-FR31006,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_5018,44.900276,-0.514722,5018,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_431,44.900276,-0.514722,431,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_21,44.900276,-0.514722,21,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_20,44.900276,-0.514722,20,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_5014,44.900276,-0.514722,5014,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_38,44.900276,-0.514722,38,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_8,44.900276,-0.514722,8,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_5015,44.900276,-0.514722,5015,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_7,44.900276,-0.514722,7,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_5,44.900276,-0.514722,5,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_6001,44.900276,-0.514722,6001,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_5012,44.900276,-0.514722,5012,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_1,44.900276,-0.514722,1,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_26,44.900276,-0.514722,26,STA-FR31007,NET-FR058A,ZON-FR31A01
SPO-FR31007_464,44.900276,-0.514722,464,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31007_482,44.900276,-0.514722,482,STA-FR31007,NET-FR058A,ZON-FR75ZAG01
SPO-FR31008_38,44.865555,-0.939444,38,STA-FR31008,NET-FR058A,ZON-FR75ZRE01
SPO-FR31008_8,44.865555,-0.939444,8,STA-FR31008,NET-FR058A,ZON-FR75ZRE01
SPO-FR31008_9,44.865555,-0.939444,9,STA-FR31008,NET-FR058A,ZON-FR75ZRE01
SPO-FR31008_7,44.865555,-0.939444,7,STA-FR31008,NET-FR058A,ZON-FR75ZRE01
SPO-FR31010_38,45.012222,-0.528333,38,STA-FR31010,NET-FR058A,ZON-FR75ZAG01
SPO-FR31010_8,45.012222,-0.528333,8,STA-FR31010,NET-FR058A,ZON-FR75ZAG01
SPO-FR31010_1,45.012222,-0.528333,1,STA-FR31010,NET-FR058A,ZON-FR31A01
SPO-FR31013_38,43.310833,-0.391111,38,STA-FR31013,NET-FR058A,ZON-FR75ZRE01
SPO-FR31013_8,43.310833,-0.391111,8,STA-FR31013,NET-FR058A,ZON-FR75ZRE01
SPO-FR31013_7,43.310833,-0.391111,7,STA-FR31013,NET-FR058A,ZON-FR75ZRE01
SPO-FR31013_5,43.310833,-0.391111,5,STA-FR31013,NET-FR058A,ZON-FR75ZRE01
SPO-FR31013_6001,43.310833,-0.391111,6001,STA-FR31013,NET-FR058A,ZON-FR75ZRE01
SPO-FR31013_1,43.310833,-0.391111,1,STA-FR31013,NET-FR058A,ZON-FR75ZRE01
SPO-FR31014_38,43.307777,-0.322778,38,STA-FR31014,NET-FR058A,ZON-FR75ZRE01
SPO-FR31014_8,43.307777,-0.322778,8,STA-FR31014,NET-FR058A,ZON-FR75ZRE01
SPO-FR31014_7,43.307777,-0.322778,7,STA-FR31014,NET-FR058A,ZON-FR75ZRE01
SPO-FR31014_5,43.307777,-0.322778,5,STA-FR31014,NET-FR058A,ZON-FR75ZRE01
SPO-FR31014_1,43.307777,-0.322778,1,STA-FR31014,NET-FR058A,ZON-FR31N10
SPO-FR31016_38,43.47972,-1.488056,38,STA-FR31016,NET-FR058A,ZON-FR75ZRE01
SPO-FR31016_8,43.47972,-1.488056,8,STA-FR31016,NET-FR058A,ZON-FR75ZRE01
SPO-FR31016_7,43.47972,-1.488056,7,STA-FR31016,NET-FR058A,ZON-FR75ZRE01
SPO-FR31016_5,43.47972,-1.488056,5,STA-FR31016,NET-FR058A,ZON-FR75ZRE01
SPO-FR31016_6001,43.47972,-1.488056,6001,STA-FR31016,NET-FR058A,ZON-FR31N10
SPO-FR31016_1,43.47972,-1.488056,1,STA-FR31016,NET-FR058A,ZON-FR31N10
SPO-FR31017_21,43.494167,-1.527778,21,STA-FR31017,NET-FR058A,ZON-FR31N10
SPO-FR31017_20,43.494167,-1.527778,20,STA-FR31017,NET-FR058A,ZON-FR31N10
SPO-FR31017_10,43.494167,-1.527778,10,STA-FR31017,NET-FR058A,ZON-FR31N10
SPO-FR31017_38,43.494167,-1.527778,38,STA-FR31017,NET-FR058A,ZON-FR75ZRE01
SPO-FR31017_8,43.494167,-1.527778,8,STA-FR31017,NET-FR058A,ZON-FR75ZRE01
SPO-FR31017_5,43.494167,-1.527778,5,STA-FR31017,NET-FR058A,ZON-FR75ZRE01
SPO-FR31017_26,43.494167,-1.527778,26,STA-FR31017,NET-FR058A,ZON-FR31N10
SPO-FR31017_464,43.494167,-1.527778,464,STA-FR31017,NET-FR058A,ZON-FR31N10
SPO-FR31017_482,43.494167,-1.527778,482,STA-FR31017,NET-FR058A,ZON-FR31N10
SPO-FR31020_38,43.410557,-0.616944,38,STA-FR31020,NET-FR058A,ZON-FR75ZRE01
SPO-FR31020_8,43.410557,-0.616944,8,STA-FR31020,NET-FR058A,ZON-FR75ZRE01
SPO-FR31020_1,43.410557,-0.616944,1,STA-FR31020,NET-FR058A,ZON-FR75ZRE01
SPO-FR31021_38,43.37611,-0.536944,38,STA-FR31021,NET-FR058A,ZON-FR75ZRE01
SPO-FR31021_8,43.37611,-0.536944,8,STA-FR31021,NET-FR058A,ZON-FR75ZRE01
SPO-FR31021_9,43.37611,-0.536944,9,STA-FR31021,NET-FR058A,ZON-FR75ZRE01
SPO-FR31021_7,43.37611,-0.536944,7,STA-FR31021,NET-FR058A,ZON-FR75ZRE01
SPO-FR31021_5,43.37611,-0.536944,5,STA-FR31021,NET-FR058A,ZON-FR75ZRE01
SPO-FR31021_1,43.37611,-0.536944,1,STA-FR31021,NET-FR058A,ZON-FR75ZRE01
SPO-FR31022_1,43.40972,-0.671667,1,STA-FR31022,NET-FR058A,ZON-FR75ZRE01
SPO-FR31023_1,43.434166,-0.691944,1,STA-FR31023,NET-FR058A,ZON-FR75ZRE01
SPO-FR31024_38,43.376945,-0.609444,38,STA-FR31024,NET-FR058A,ZON-FR75ZRE01
SPO-FR31024_8,43.376945,-0.609444,8,STA-FR31024,NET-FR058A,ZON-FR75ZRE01
SPO-FR31024_1,43.376945,-0.609444,1,STA-FR31024,NET-FR058A,ZON-FR75ZRE01
SPO-FR31026_5,43.838333,-0.810833,5,STA-FR31026,NET-FR058A,ZON-FR75ZRE01
SPO-FR31026_1,43.838333,-0.810833,1,STA-FR31026,NET-FR058A,ZON-FR75ZRE01
SPO-FR31027_7,43.03361,-1.035278,7,STA-FR31027,NET-FR058A,ZON-FR31N20
SPO-FR31030_7,44.7225,-0.576111,7,STA-FR31030,NET-FR058A,ZON-FR75ZAG01
SPO-FR31031_7,44.913055,-0.384444,7,STA-FR31031,NET-FR058A,ZON-FR75ZAG01
SPO-FR31032_38,44.192223,0.623889,38,STA-FR31032,NET-FR058A,ZON-FR75ZRE01
SPO-FR31032_8,44.192223,0.623889,8,STA-FR31032,NET-FR058A,ZON-FR75ZRE01
SPO-FR31032_7,44.192223,0.623889,7,STA-FR31032,NET-FR058A,ZON-FR75ZRE01
SPO-FR31032_5,44.192223,0.623889,5,STA-FR31032,NET-FR058A,ZON-FR75ZRE01
SPO-FR31033_38,45.18972,0.727222,38,STA-FR31033,NET-FR058A,ZON-FR75ZRE01
SPO-FR31033_8,45.18972,0.727222,8,STA-FR31033,NET-FR058A,ZON-FR75ZRE01
SPO-FR31033_7,45.18972,0.727222,7,STA-FR31033,NET-FR058A,ZON-FR75ZRE01
SPO-FR31033_5,45.18972,0.727222,5,STA-FR31033,NET-FR058A,ZON-FR75ZRE01
SPO-FR31034_7,45.012222,-0.529722,7,STA-FR31034,NET-FR058A,ZON-FR75ZAG01
SPO-FR31036_38,43.704723,-1.038611,38,STA-FR31036,NET-FR058A,ZON-FR75ZRE01
SPO-FR31036_8,43.704723,-1.038611,8,STA-FR31036,NET-FR058A,ZON-FR75ZRE01
SPO-FR31036_7,43.704723,-1.038611,7,STA-FR31036,NET-FR058A,ZON-FR75ZRE01
SPO-FR31036_5,43.704723,-1.038611,5,STA-FR31036,NET-FR058A,ZON-FR75ZRE01
SPO-FR31036_6001,43.704723,-1.038611,6001,STA-FR31036,NET-FR058A,ZON-FR75ZRE01
SPO-FR31039_38,43.31109,-0.352119,38,STA-FR31039,NET-FR058A,ZON-FR75ZRE01
SPO-FR31039_8,43.31109,-0.352119,8,STA-FR31039,NET-FR058A,ZON-FR75ZRE01
SPO-FR31039_5,43.31109,-0.352119,5,STA-FR31039,NET-FR058A,ZON-FR75ZRE01
SPO-FR31040_38,44.508656,0.142503,38,STA-FR31040,NET-FR058A,ZON-FR75ZRE01
SPO-FR31040_8,44.508656,0.142503,8,STA-FR31040,NET-FR058A,ZON-FR75ZRE01
SPO-FR31040_5,44.508656,0.142503,5,STA-FR31040,NET-FR058A,ZON-FR75ZRE01
SPO-FR31040_6001,44.508656,0.142503,6001,STA-FR31040,NET-FR058A,ZON-FR75ZRE01
SPO-FR31041_38,43.896076,-0.490617,38,STA-FR31041,NET-FR058A,ZON-FR75ZRE01
SPO-FR31041_8,43.896076,-0.490617,8,STA-FR31041,NET-FR058A,ZON-FR75ZRE01
SPO-FR31041_5,43.896076,-0.490617,5,STA-FR31041,NET-FR058A,ZON-FR75ZRE01
SPO-FR31041_6001,43.896076,-0.490617,6001,STA-FR31041,NET-FR058A,ZON-FR75ZRE01
SPO-FR31043_38,43.47024,-1.553843,38,STA-FR31043,NET-FR058A,ZON-FR75ZRE01
SPO-FR31043_8,43.47024,-1.553843,8,STA-FR31043,NET-FR058A,ZON-FR75ZRE01
SPO-FR31043_7,43.47024,-1.553843,7,STA-FR31043,NET-FR058A,ZON-FR75ZRE01
SPO-FR31043_5,43.47024,-1.553843,5,STA-FR31043,NET-FR058A,ZON-FR75ZRE01
SPO-FR31043_6001,43.47024,-1.553843,6001,STA-FR31043,NET-FR058A,ZON-FR75ZRE01
SPO-FR31045_431,44.83383,-0.59853,431,STA-FR31045,NET-FR058A,ZON-FR75ZAG01
SPO-FR31045_21,44.83383,-0.59853,21,STA-FR31045,NET-FR058A,ZON-FR75ZAG01
SPO-FR31045_20,44.83383,-0.59853,20,STA-FR31045,NET-FR058A,ZON-FR75ZAG01
SPO-FR31045_38,44.83383,-0.59853,38,STA-FR31045,NET-FR058A,ZON-FR75ZAG01
SPO-FR31045_8,44.83383,-0.59853,8,STA-FR31045,NET-FR058A,ZON-FR75ZAG01
SPO-FR31045_5,44.83383,-0.59853,5,STA-FR31045,NET-FR058A,ZON-FR75ZAG01
SPO-FR31045_464,44.83383,-0.59853,464,STA-FR31045,NET-FR058A,ZON-FR75ZAG01
SPO-FR31045_482,44.83383,-0.59853,482,STA-FR31045,NET-FR058A,ZON-FR75ZAG01
SPO-FR32001_38,46.78231,4.847322,38,STA-FR32001,NET-FR076A,ZON-FR27ZAR04
SPO-FR32001_8,46.78231,4.847322,8,STA-FR32001,NET-FR076A,ZON-FR27ZAR04
SPO-FR32001_5,46.78231,4.847322,5,STA-FR32001,NET-FR076A,ZON-FR27ZAR04
SPO-FR32001_6001,46.78231,4.847322,6001,STA-FR32001,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5018,46.821056,4.835083,5018,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5029,46.821056,4.835083,5029,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5610,46.821056,4.835083,5610,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5617,46.821056,4.835083,5617,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5626,46.821056,4.835083,5626,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5014,46.821056,4.835083,5014,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5419,46.821056,4.835083,5419,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5655,46.821056,4.835083,5655,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_38,46.821056,4.835083,38,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_8,46.821056,4.835083,8,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5015,46.821056,4.835083,5015,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_7,46.821056,4.835083,7,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5,46.821056,4.835083,5,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32002_5012,46.821056,4.835083,5012,STA-FR32002,NET-FR076A,ZON-FR27ZAR04
SPO-FR32005_5029,46.678783,4.366893,5029,STA-FR32005,NET-FR076A,ZON-FR26N20
SPO-FR32005_38,46.678783,4.366893,38,STA-FR32005,NET-FR076A,ZON-FR27ZRE01
SPO-FR32005_8,46.678783,4.366893,8,STA-FR32005,NET-FR076A,ZON-FR27ZRE01
SPO-FR32005_7,46.678783,4.366893,7,STA-FR32005,NET-FR076A,ZON-FR27ZRE01
SPO-FR32005_5,46.678783,4.366893,5,STA-FR32005,NET-FR076A,ZON-FR27ZRE01
SPO-FR32006_38,46.316174,4.839994,38,STA-FR32006,NET-FR076A,ZON-FR27ZRE01
SPO-FR32006_8,46.316174,4.839994,8,STA-FR32006,NET-FR076A,ZON-FR27ZRE01
SPO-FR32006_7,46.316174,4.839994,7,STA-FR32006,NET-FR076A,ZON-FR27ZRE01
SPO-FR32006_5,46.316174,4.839994,5,STA-FR32006,NET-FR076A,ZON-FR27ZRE01
SPO-FR32007_38,46.802376,4.417486,38,STA-FR32007,NET-FR076A,ZON-FR27ZRE01
SPO-FR32007_8,46.802376,4.417486,8,STA-FR32007,NET-FR076A,ZON-FR27ZRE01
SPO-FR32007_7,46.802376,4.417486,7,STA-FR32007,NET-FR076A,ZON-FR27ZRE01
SPO-FR32007_6001,46.802376,4.417486,6001,STA-FR32007,NET-FR076A,ZON-FR27ZRE01
SPO-FR32014_38,46.797363,4.853842,38,STA-FR32014,NET-FR076A,ZON-FR27ZAR04
SPO-FR32014_8,46.797363,4.853842,8,STA-FR32014,NET-FR076A,ZON-FR27ZAR04
SPO-FR32014_7,46.797363,4.853842,7,STA-FR32014,NET-FR076A,ZON-FR27ZAR04
SPO-FR33101_38,45.56472,5.928333,38,STA-FR33101,NET-FR071A,ZON-FR84ZAR01
SPO-FR33101_8,45.56472,5.928333,8,STA-FR33101,NET-FR071A,ZON-FR84ZAR01
SPO-FR33101_7,45.56472,5.928333,7,STA-FR33101,NET-FR071A,ZON-FR84ZAR01
SPO-FR33101_5,45.56472,5.928333,5,STA-FR33101,NET-FR071A,ZON-FR84ZAR01
SPO-FR33101_6001,45.56472,5.928333,6001,STA-FR33101,NET-FR071A,ZON-FR84ZAR01
SPO-FR33102_38,45.59667,5.918611,38,STA-FR33102,NET-FR071A,ZON-FR84ZAR01
SPO-FR33102_8,45.59667,5.918611,8,STA-FR33102,NET-FR071A,ZON-FR84ZAR01
SPO-FR33102_7,45.59667,5.918611,7,STA-FR33102,NET-FR071A,ZON-FR84ZAR01
SPO-FR33102_5,45.59667,5.918611,5,STA-FR33102,NET-FR071A,ZON-FR84ZAR01
SPO-FR33105_38,45.56943,5.932986,38,STA-FR33105,NET-FR071A,ZON-FR84ZAR01
SPO-FR33105_8,45.56943,5.932986,8,STA-FR33105,NET-FR071A,ZON-FR84ZAR01
SPO-FR33105_5,45.56943,5.932986,5,STA-FR33105,NET-FR071A,ZON-FR84ZAR01
SPO-FR33111_38,45.274723,6.349722,38,STA-FR33111,NET-FR071A,ZON-FR84ZRE01
SPO-FR33111_8,45.274723,6.349722,8,STA-FR33111,NET-FR071A,ZON-FR84ZRE01
SPO-FR33111_7,45.274723,6.349722,7,STA-FR33111,NET-FR071A,ZON-FR84ZRE01
SPO-FR33111_5,45.274723,6.349722,5,STA-FR33111,NET-FR071A,ZON-FR84ZRE01
SPO-FR33111_1,45.274723,6.349722,1,STA-FR33111,NET-FR071A,ZON-FR84ZRE01
SPO-FR33113_38,45.209366,6.480326,38,STA-FR33113,NET-FR071A,ZON-FR84ZRE01
SPO-FR33113_8,45.209366,6.480326,8,STA-FR33113,NET-FR071A,ZON-FR84ZRE01
SPO-FR33113_5,45.209366,6.480326,5,STA-FR33113,NET-FR071A,ZON-FR84ZRE01
SPO-FR33114_38,45.25199,6.397194,38,STA-FR33114,NET-FR071A,ZON-FR84ZRE01
SPO-FR33114_8,45.25199,6.397194,8,STA-FR33114,NET-FR071A,ZON-FR84ZRE01
SPO-FR33114_5,45.25199,6.397194,5,STA-FR33114,NET-FR071A,ZON-FR84ZRE01
SPO-FR33114_1,45.25199,6.397194,1,STA-FR33114,NET-FR071A,ZON-FR84ZRE01
SPO-FR33120_38,45.9225,6.87,38,STA-FR33120,NET-FR071A,ZON-FR84ZAR03
SPO-FR33120_8,45.9225,6.87,8,STA-FR33120,NET-FR071A,ZON-FR84ZAR03
SPO-FR33120_7,45.9225,6.87,7,STA-FR33120,NET-FR071A,ZON-FR84ZAR03
SPO-FR33120_5,45.9225,6.87,5,STA-FR33120,NET-FR071A,ZON-FR84ZAR03
SPO-FR33121_5018,45.675,6.389722,5018,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5014,45.675,6.389722,5014,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5064,45.675,6.389722,5064,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5016,45.675,6.389722,5016,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5073,45.675,6.389722,5073,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5017,45.675,6.389722,5017,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_38,45.675,6.389722,38,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_8,45.675,6.389722,8,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5015,45.675,6.389722,5015,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_7,45.675,6.389722,7,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5,45.675,6.389722,5,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_6001,45.675,6.389722,6001,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5012,45.675,6.389722,5012,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5049,45.675,6.389722,5049,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33121_5063,45.675,6.389722,5063,STA-FR33121,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5029,45.53583,6.471111,5029,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5610,45.53583,6.471111,5610,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5617,45.53583,6.471111,5617,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5381,45.53583,6.471111,5381,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5623,45.53583,6.471111,5623,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5759,45.53583,6.471111,5759,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5626,45.53583,6.471111,5626,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5406,45.53583,6.471111,5406,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5419,45.53583,6.471111,5419,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5655,45.53583,6.471111,5655,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33122_5,45.53583,6.471111,5,STA-FR33122,NET-FR071A,ZON-FR84ZAR04
SPO-FR33201_5029,45.89528,6.118333,5029,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5610,45.89528,6.118333,5610,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5617,45.89528,6.118333,5617,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5381,45.89528,6.118333,5381,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5623,45.89528,6.118333,5623,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5759,45.89528,6.118333,5759,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5626,45.89528,6.118333,5626,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5406,45.89528,6.118333,5406,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5419,45.89528,6.118333,5419,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5655,45.89528,6.118333,5655,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_38,45.89528,6.118333,38,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_8,45.89528,6.118333,8,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_7,45.89528,6.118333,7,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_5,45.89528,6.118333,5,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33201_6001,45.89528,6.118333,6001,STA-FR33201,NET-FR071A,ZON-FR84ZAR01
SPO-FR33202_38,45.916943,6.135556,38,STA-FR33202,NET-FR071A,ZON-FR84ZAR01
SPO-FR33202_8,45.916943,6.135556,8,STA-FR33202,NET-FR071A,ZON-FR84ZAR01
SPO-FR33202_7,45.916943,6.135556,7,STA-FR33202,NET-FR071A,ZON-FR84ZAR01
SPO-FR33202_5,45.916943,6.135556,5,STA-FR33202,NET-FR071A,ZON-FR84ZAR01
SPO-FR33203_38,45.9097,6.11825,38,STA-FR33203,NET-FR071A,ZON-FR84ZAR01
SPO-FR33203_8,45.9097,6.11825,8,STA-FR33203,NET-FR071A,ZON-FR84ZAR01
SPO-FR33203_5,45.9097,6.11825,5,STA-FR33203,NET-FR071A,ZON-FR84ZAR01
SPO-FR33211_38,46.19583,6.240556,38,STA-FR33211,NET-FR071A,ZON-FR84ZAR01
SPO-FR33211_8,46.19583,6.240556,8,STA-FR33211,NET-FR071A,ZON-FR84ZAR01
SPO-FR33211_7,46.19583,6.240556,7,STA-FR33211,NET-FR071A,ZON-FR84ZAR01
SPO-FR33211_5,46.19583,6.240556,5,STA-FR33211,NET-FR071A,ZON-FR84ZAR01
SPO-FR33211_6001,46.19583,6.240556,6001,STA-FR33211,NET-FR071A,ZON-FR84ZAR01
SPO-FR33212_38,46.19369,6.214858,38,STA-FR33212,NET-FR071A,ZON-FR84ZAR01
SPO-FR33212_8,46.19369,6.214858,8,STA-FR33212,NET-FR071A,ZON-FR84ZAR01
SPO-FR33212_7,46.19369,6.214858,7,STA-FR33212,NET-FR071A,ZON-FR84ZAR01
SPO-FR33212_5,46.19369,6.214858,5,STA-FR33212,NET-FR071A,ZON-FR84ZAR01
SPO-FR33212_6001,46.19369,6.214858,6001,STA-FR33212,NET-FR071A,ZON-FR84ZAR01
SPO-FR33213_38,46.19081,6.235536,38,STA-FR33213,NET-FR071A,ZON-FR84ZAR01
SPO-FR33213_8,46.19081,6.235536,8,STA-FR33213,NET-FR071A,ZON-FR84ZAR01
SPO-FR33213_5,46.19081,6.235536,5,STA-FR33213,NET-FR071A,ZON-FR84ZAR01
